yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation,relocation_era
1933,PIT,PIT,NL,Pittsburgh Pirates,87,67,154,0.565,PIT,False,,False,False,,none
1934,PIT,PIT,NL,Pittsburgh Pirates,74,76,150,0.493,PIT,False,,False,False,,none
1935,PIT,PIT,NL,Pittsburgh Pirates,86,67,153,0.562,PIT,False,,False,False,,none
1936,PIT,PIT,NL,Pittsburgh Pirates,84,70,154,0.545,PIT,False,,False,False,,none
1937,PIT,PIT,NL,Pittsburgh Pirates,86,68,154,0.558,PIT,False,,False,False,,none
1938,PIT,PIT,NL,Pittsburgh Pirates,86,64,150,0.573,PIT,False,,False,False,,none
1939,PIT,PIT,NL,Pittsburgh Pirates,68,85,153,0.444,PIT,False,,False,False,,none
1940,PIT,PIT,NL,Pittsburgh Pirates,78,76,154,0.506,PIT,False,,False,False,,none
1941,PIT,PIT,NL,Pittsburgh Pirates,81,73,154,0.526,PIT,False,,False,False,,none
1942,PIT,PIT,NL,Pittsburgh Pirates,66,81,147,0.449,PIT,False,,False,False,,none
1943,PIT,PIT,NL,Pittsburgh Pirates,80,74,154,0.519,PIT,False,,False,False,,none
1944,PIT,PIT,NL,Pittsburgh Pirates,90,63,153,0.588,PIT,False,,False,False,,none
1945,PIT,PIT,NL,Pittsburgh Pirates,82,72,154,0.532,PIT,False,,False,False,,none
1946,PIT,PIT,NL,Pittsburgh Pirates,63,91,154,0.409,PIT,False,,False,False,,none
1947,PIT,PIT,NL,Pittsburgh Pirates,62,92,154,0.403,PIT,False,,False,False,,none
1948,PIT,PIT,NL,Pittsburgh Pirates,83,71,154,0.539,PIT,False,,False,False,,none
1949,PIT,PIT,NL,Pittsburgh Pirates,71,83,154,0.461,PIT,False,,False,False,,none
1950,PIT,PIT,NL,Pittsburgh Pirates,57,96,153,0.373,PIT,False,,False,False,,none
1951,PIT,PIT,NL,Pittsburgh Pirates,64,90,154,0.416,PIT,False,,False,False,,none
1952,PIT,PIT,NL,Pittsburgh Pirates,42,112,154,0.273,PIT,False,,False,False,,none
1953,PIT,PIT,NL,Pittsburgh Pirates,50,104,154,0.325,PIT,False,,False,False,,none
1954,PIT,PIT,NL,Pittsburgh Pirates,53,101,154,0.344,PIT,False,,False,False,,none
1955,PIT,PIT,NL,Pittsburgh Pirates,60,94,154,0.39,PIT,False,,False,False,,none
1956,PIT,PIT,NL,Pittsburgh Pirates,66,88,154,0.429,PIT,False,,False,False,,none
1957,PIT,PIT,NL,Pittsburgh Pirates,62,92,154,0.403,PIT,False,,False,False,,none
1958,PIT,PIT,NL,Pittsburgh Pirates,84,70,154,0.545,PIT,False,,False,False,,none
1959,PIT,PIT,NL,Pittsburgh Pirates,78,76,154,0.506,PIT,False,,False,False,,none
1960,PIT,PIT,NL,Pittsburgh Pirates,95,59,154,0.617,PIT,False,,False,False,,none
1961,PIT,PIT,NL,Pittsburgh Pirates,75,79,154,0.487,PIT,False,,False,False,,none
1962,PIT,PIT,NL,Pittsburgh Pirates,93,68,161,0.578,PIT,False,,False,False,,none
1963,PIT,PIT,NL,Pittsburgh Pirates,74,88,162,0.457,PIT,False,,False,False,,none
1964,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,PIT,False,,False,False,,none
1965,PIT,PIT,NL,Pittsburgh Pirates,90,72,162,0.556,PIT,False,,False,False,,none
1966,PIT,PIT,NL,Pittsburgh Pirates,92,70,162,0.568,PIT,False,,False,False,,none
1967,PIT,PIT,NL,Pittsburgh Pirates,81,81,162,0.5,PIT,False,,False,False,,none
1968,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,PIT,False,,False,False,,none
1969,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,PIT,False,,False,False,,none
1970,PIT,PIT,NL,Pittsburgh Pirates,89,73,162,0.549,PIT,False,,False,False,,none
1971,PIT,PIT,NL,Pittsburgh Pirates,97,65,162,0.599,PIT,False,,False,False,,none
1972,PIT,PIT,NL,Pittsburgh Pirates,96,59,155,0.619,PIT,False,,False,False,,none
1973,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,PIT,False,,False,False,,none
1974,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,PIT,False,,False,False,,none
1975,PIT,PIT,NL,Pittsburgh Pirates,92,69,161,0.571,PIT,False,,False,False,,none
1976,PIT,PIT,NL,Pittsburgh Pirates,92,70,162,0.568,PIT,False,,False,False,,none
1977,PIT,PIT,NL,Pittsburgh Pirates,96,66,162,0.593,PIT,False,,False,False,,none
1978,PIT,PIT,NL,Pittsburgh Pirates,88,73,161,0.547,PIT,False,,False,False,,none
1979,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,PIT,False,,False,False,,none
1980,PIT,PIT,NL,Pittsburgh Pirates,83,79,162,0.512,PIT,False,,False,False,,none
1981,PIT,PIT,NL,Pittsburgh Pirates,46,56,102,0.451,PIT,False,,False,False,,none
1982,PIT,PIT,NL,Pittsburgh Pirates,84,78,162,0.519,PIT,False,,False,False,,none
1983,PIT,PIT,NL,Pittsburgh Pirates,84,78,162,0.519,PIT,False,,False,False,,none
1984,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,PIT,False,,False,False,,none
1985,PIT,PIT,NL,Pittsburgh Pirates,57,104,161,0.354,PIT,False,,False,False,,none
1986,PIT,PIT,NL,Pittsburgh Pirates,64,98,162,0.395,PIT,False,,False,False,,none
1987,PIT,PIT,NL,Pittsburgh Pirates,80,82,162,0.494,PIT,False,,False,False,,none
1988,PIT,PIT,NL,Pittsburgh Pirates,85,75,160,0.531,PIT,False,,False,False,,none
1989,PIT,PIT,NL,Pittsburgh Pirates,74,88,162,0.457,PIT,False,,False,False,,none
1990,PIT,PIT,NL,Pittsburgh Pirates,95,67,162,0.586,PIT,False,,False,False,,none
1991,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,PIT,False,,False,False,,none
1992,PIT,PIT,NL,Pittsburgh Pirates,96,66,162,0.593,PIT,False,,False,False,,none
1993,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,PIT,False,,False,False,,none
1994,PIT,PIT,NL,Pittsburgh Pirates,53,61,114,0.465,PIT,False,,False,False,,none
1995,PIT,PIT,NL,Pittsburgh Pirates,58,86,144,0.403,PIT,False,,False,False,,none
1996,PIT,PIT,NL,Pittsburgh Pirates,73,89,162,0.451,PIT,False,,False,False,,none
1997,PIT,PIT,NL,Pittsburgh Pirates,79,83,162,0.488,PIT,False,,False,False,,none
1998,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,PIT,False,,False,False,,none
1999,PIT,PIT,NL,Pittsburgh Pirates,78,83,161,0.484,PIT,False,,False,False,,none
2000,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,PIT,False,,False,False,,none
2001,PIT,PIT,NL,Pittsburgh Pirates,62,100,162,0.383,PIT,False,,False,False,,none
2002,PIT,PIT,NL,Pittsburgh Pirates,72,89,161,0.447,PIT,False,,False,False,,none
2003,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,PIT,False,,False,False,,none
2004,PIT,PIT,NL,Pittsburgh Pirates,72,89,161,0.447,PIT,False,,False,False,,none
2005,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,PIT,False,,False,False,,none
2006,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,PIT,False,,False,False,,none
2007,PIT,PIT,NL,Pittsburgh Pirates,68,94,162,0.42,PIT,False,,False,False,,none
2008,PIT,PIT,NL,Pittsburgh Pirates,67,95,162,0.414,PIT,False,,False,False,,none
2009,PIT,PIT,NL,Pittsburgh Pirates,62,99,161,0.385,PIT,False,,False,False,,none
2010,PIT,PIT,NL,Pittsburgh Pirates,57,105,162,0.352,PIT,False,,False,False,,none
2011,PIT,PIT,NL,Pittsburgh Pirates,72,90,162,0.444,PIT,False,,False,False,,none
2012,PIT,PIT,NL,Pittsburgh Pirates,79,83,162,0.488,PIT,False,,False,False,,none
2013,PIT,PIT,NL,Pittsburgh Pirates,94,68,162,0.58,PIT,False,,False,False,,none
2014,PIT,PIT,NL,Pittsburgh Pirates,88,74,162,0.543,PIT,False,,False,False,,none
2015,PIT,PIT,NL,Pittsburgh Pirates,98,64,162,0.605,PIT,False,,False,False,,none
2016,PIT,PIT,NL,Pittsburgh Pirates,78,83,161,0.484,PIT,False,,False,False,,none
2017,PIT,PIT,NL,Pittsburgh Pirates,75,87,162,0.463,PIT,False,,False,False,,none
2018,PIT,PIT,NL,Pittsburgh Pirates,82,79,161,0.509,PIT,False,,False,False,,none
2019,PIT,PIT,NL,Pittsburgh Pirates,69,93,162,0.426,PIT,False,,False,False,,none
2020,PIT,PIT,NL,Pittsburgh Pirates,19,41,60,0.317,PIT,False,,False,False,,none
2021,PIT,PIT,NL,Pittsburgh Pirates,61,101,162,0.377,PIT,False,,False,False,,none
2022,PIT,PIT,NL,Pittsburgh Pirates,62,100,162,0.383,PIT,False,,False,False,,none
2023,PIT,PIT,NL,Pittsburgh Pirates,76,86,162,0.469,PIT,False,,False,False,,none
2024,PIT,PIT,NL,Pittsburgh Pirates,76,86,162,0.469,PIT,False,,False,False,,none
1969,SDN,SDP,NL,San Diego Padres,52,110,162,0.321,SDP,False,,False,False,,none
1970,SDN,SDP,NL,San Diego Padres,63,99,162,0.389,SDP,False,,False,False,,none
1971,SDN,SDP,NL,San Diego Padres,61,100,161,0.379,SDP,False,,False,False,,none
1972,SDN,SDP,NL,San Diego Padres,58,95,153,0.379,SDP,False,,False,False,,none
1973,SDN,SDP,NL,San Diego Padres,60,102,162,0.37,SDP,False,,False,False,,none
1974,SDN,SDP,NL,San Diego Padres,60,102,162,0.37,SDP,False,,False,False,,none
1975,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,SDP,False,,False,False,,none
1976,SDN,SDP,NL,San Diego Padres,73,89,162,0.451,SDP,False,,False,False,,none
1977,SDN,SDP,NL,San Diego Padres,69,93,162,0.426,SDP,False,,False,False,,none
1978,SDN,SDP,NL,San Diego Padres,84,78,162,0.519,SDP,False,,False,False,,none
1979,SDN,SDP,NL,San Diego Padres,68,93,161,0.422,SDP,False,,False,False,,none
1980,SDN,SDP,NL,San Diego Padres,73,89,162,0.451,SDP,False,,False,False,,none
1981,SDN,SDP,NL,San Diego Padres,41,69,110,0.373,SDP,False,,False,False,,none
1982,SDN,SDP,NL,San Diego Padres,81,81,162,0.5,SDP,False,,False,False,,none
1983,SDN,SDP,NL,San Diego Padres,81,81,162,0.5,SDP,False,,False,False,,none
1984,SDN,SDP,NL,San Diego Padres,92,70,162,0.568,SDP,False,,False,False,,none
1985,SDN,SDP,NL,San Diego Padres,83,79,162,0.512,SDP,False,,False,False,,none
1986,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,SDP,False,,False,False,,none
1987,SDN,SDP,NL,San Diego Padres,65,97,162,0.401,SDP,False,,False,False,,none
1988,SDN,SDP,NL,San Diego Padres,83,78,161,0.516,SDP,False,,False,False,,none
1989,SDN,SDP,NL,San Diego Padres,89,73,162,0.549,SDP,False,,False,False,,none
1990,SDN,SDP,NL,San Diego Padres,75,87,162,0.463,SDP,False,,False,False,,none
1991,SDN,SDP,NL,San Diego Padres,84,78,162,0.519,SDP,False,,False,False,,none
1992,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,SDP,False,,False,False,,none
1993,SDN,SDP,NL,San Diego Padres,61,101,162,0.377,SDP,False,,False,False,,none
1994,SDN,SDP,NL,San Diego Padres,47,70,117,0.402,SDP,False,,False,False,,none
1995,SDN,SDP,NL,San Diego Padres,70,74,144,0.486,SDP,False,,False,False,,none
1996,SDN,SDP,NL,San Diego Padres,91,71,162,0.562,SDP,False,,False,False,,none
1997,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,SDP,False,,False,False,,none
1998,SDN,SDP,NL,San Diego Padres,98,64,162,0.605,SDP,False,,False,False,,none
1999,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,SDP,False,,False,False,,none
2000,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,SDP,False,,False,False,,none
2001,SDN,SDP,NL,San Diego Padres,79,83,162,0.488,SDP,False,,False,False,,none
2002,SDN,SDP,NL,San Diego Padres,66,96,162,0.407,SDP,False,,False,False,,none
2003,SDN,SDP,NL,San Diego Padres,64,98,162,0.395,SDP,False,,False,False,,none
2004,SDN,SDP,NL,San Diego Padres,87,75,162,0.537,SDP,False,,False,False,,none
2005,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,SDP,False,,False,False,,none
2006,SDN,SDP,NL,San Diego Padres,88,74,162,0.543,SDP,False,,False,False,,none
2007,SDN,SDP,NL,San Diego Padres,89,74,163,0.546,SDP,False,,False,False,,none
2008,SDN,SDP,NL,San Diego Padres,63,99,162,0.389,SDP,False,,False,False,,none
2009,SDN,SDP,NL,San Diego Padres,75,87,162,0.463,SDP,False,,False,False,,none
2010,SDN,SDP,NL,San Diego Padres,90,72,162,0.556,SDP,False,,False,False,,none
2011,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,SDP,False,,False,False,,none
2012,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,SDP,False,,False,False,,none
2013,SDN,SDP,NL,San Diego Padres,76,86,162,0.469,SDP,False,,False,False,,none
2014,SDN,SDP,NL,San Diego Padres,77,85,162,0.475,SDP,False,,False,False,,none
2015,SDN,SDP,NL,San Diego Padres,74,88,162,0.457,SDP,False,,False,False,,none
2016,SDN,SDP,NL,San Diego Padres,68,94,162,0.42,SDP,False,,False,False,,none
2017,SDN,SDP,NL,San Diego Padres,71,91,162,0.438,SDP,False,,False,False,,none
2018,SDN,SDP,NL,San Diego Padres,66,96,162,0.407,SDP,False,,False,False,,none
2019,SDN,SDP,NL,San Diego Padres,70,92,162,0.432,SDP,False,,False,False,,none
2020,SDN,SDP,NL,San Diego Padres,37,23,60,0.617,SDP,False,,False,False,,none
2021,SDN,SDP,NL,San Diego Padres,79,83,162,0.488,SDP,False,,False,False,,none
2022,SDN,SDP,NL,San Diego Padres,89,73,162,0.549,SDP,False,,False,False,,none
2023,SDN,SDP,NL,San Diego Padres,82,80,162,0.506,SDP,False,,False,False,,none
2024,SDN,SDP,NL,San Diego Padres,93,69,162,0.574,SDP,False,,False,False,,none
1977,SEA,SEA,AL,Seattle Mariners,64,98,162,0.395,SEA,False,,False,False,,none
1978,SEA,SEA,AL,Seattle Mariners,56,104,160,0.35,SEA,False,,False,False,,none
1979,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,SEA,False,,False,False,,none
1980,SEA,SEA,AL,Seattle Mariners,59,103,162,0.364,SEA,False,,False,False,,none
1981,SEA,SEA,AL,Seattle Mariners,44,65,109,0.404,SEA,False,,False,False,,none
1982,SEA,SEA,AL,Seattle Mariners,76,86,162,0.469,SEA,False,,False,False,,none
1983,SEA,SEA,AL,Seattle Mariners,60,102,162,0.37,SEA,False,,False,False,,none
1984,SEA,SEA,AL,Seattle Mariners,74,88,162,0.457,SEA,False,,False,False,,none
1985,SEA,SEA,AL,Seattle Mariners,74,88,162,0.457,SEA,False,,False,False,,none
1986,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,SEA,False,,False,False,,none
1987,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,SEA,False,,False,False,,none
1988,SEA,SEA,AL,Seattle Mariners,68,93,161,0.422,SEA,False,,False,False,,none
1989,SEA,SEA,AL,Seattle Mariners,73,89,162,0.451,SEA,False,,False,False,,none
1990,SEA,SEA,AL,Seattle Mariners,77,85,162,0.475,SEA,False,,False,False,,none
1991,SEA,SEA,AL,Seattle Mariners,83,79,162,0.512,SEA,False,,False,False,,none
1992,SEA,SEA,AL,Seattle Mariners,64,98,162,0.395,SEA,False,,False,False,,none
1993,SEA,SEA,AL,Seattle Mariners,82,80,162,0.506,SEA,False,,False,False,,none
1994,SEA,SEA,AL,Seattle Mariners,49,63,112,0.438,SEA,False,,False,False,,none
1995,SEA,SEA,AL,Seattle Mariners,79,66,145,0.545,SEA,False,,False,False,,none
1996,SEA,SEA,AL,Seattle Mariners,85,76,161,0.528,SEA,False,,False,False,,none
1997,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,SEA,False,,False,False,,none
1998,SEA,SEA,AL,Seattle Mariners,76,85,161,0.472,SEA,False,,False,False,,none
1999,SEA,SEA,AL,Seattle Mariners,79,83,162,0.488,SEA,False,,False,False,,none
2000,SEA,SEA,AL,Seattle Mariners,91,71,162,0.562,SEA,False,,False,False,,none
2001,SEA,SEA,AL,Seattle Mariners,116,46,162,0.716,SEA,False,,False,False,,none
2002,SEA,SEA,AL,Seattle Mariners,93,69,162,0.574,SEA,False,,False,False,,none
2003,SEA,SEA,AL,Seattle Mariners,93,69,162,0.574,SEA,False,,False,False,,none
2004,SEA,SEA,AL,Seattle Mariners,63,99,162,0.389,SEA,False,,False,False,,none
2005,SEA,SEA,AL,Seattle Mariners,69,93,162,0.426,SEA,False,,False,False,,none
2006,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,SEA,False,,False,False,,none
2007,SEA,SEA,AL,Seattle Mariners,88,74,162,0.543,SEA,False,,False,False,,none
2008,SEA,SEA,AL,Seattle Mariners,61,101,162,0.377,SEA,False,,False,False,,none
2009,SEA,SEA,AL,Seattle Mariners,85,77,162,0.525,SEA,False,,False,False,,none
2010,SEA,SEA,AL,Seattle Mariners,61,101,162,0.377,SEA,False,,False,False,,none
2011,SEA,SEA,AL,Seattle Mariners,67,95,162,0.414,SEA,False,,False,False,,none
2012,SEA,SEA,AL,Seattle Mariners,75,87,162,0.463,SEA,False,,False,False,,none
2013,SEA,SEA,AL,Seattle Mariners,71,91,162,0.438,SEA,False,,False,False,,none
2014,SEA,SEA,AL,Seattle Mariners,87,75,162,0.537,SEA,False,,False,False,,none
2015,SEA,SEA,AL,Seattle Mariners,76,86,162,0.469,SEA,False,,False,False,,none
2016,SEA,SEA,AL,Seattle Mariners,86,76,162,0.531,SEA,False,,False,False,,none
2017,SEA,SEA,AL,Seattle Mariners,78,84,162,0.481,SEA,False,,False,False,,none
2018,SEA,SEA,AL,Seattle Mariners,89,73,162,0.549,SEA,False,,False,False,,none
2019,SEA,SEA,AL,Seattle Mariners,68,94,162,0.42,SEA,False,,False,False,,none
2020,SEA,SEA,AL,Seattle Mariners,27,33,60,0.45,SEA,False,,False,False,,none
2021,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,SEA,False,,False,False,,none
2022,SEA,SEA,AL,Seattle Mariners,90,72,162,0.556,SEA,False,,False,False,,none
2023,SEA,SEA,AL,Seattle Mariners,88,74,162,0.543,SEA,False,,False,False,,none
2024,SEA,SEA,AL,Seattle Mariners,85,77,162,0.525,SEA,False,,False,False,,none
1883,NY1,SFG,NL,New York Gothams,46,50,96,0.479,SFG,True,1958,True,False,,none
1884,NY1,SFG,NL,New York Gothams,62,50,112,0.554,SFG,True,1958,True,False,,none
1885,NY1,SFG,NL,New York Giants,85,27,112,0.759,SFG,True,1958,True,False,,none
1886,NY1,SFG,NL,New York Giants,75,44,119,0.63,SFG,True,1958,True,False,,none
1887,NY1,SFG,NL,New York Giants,68,55,123,0.553,SFG,True,1958,True,False,,none
1888,NY1,SFG,NL,New York Giants,84,47,131,0.641,SFG,True,1958,True,False,,none
1889,NY1,SFG,NL,New York Giants,83,43,126,0.659,SFG,True,1958,True,False,,none
1890,NY1,SFG,NL,New York Giants,63,68,131,0.481,SFG,True,1958,True,False,,none
1891,NY1,SFG,NL,New York Giants,71,61,132,0.538,SFG,True,1958,True,False,,none
1892,NY1,SFG,NL,New York Giants,71,80,151,0.47,SFG,True,1958,True,False,,none
1893,NY1,SFG,NL,New York Giants,68,64,132,0.515,SFG,True,1958,True,False,,none
1894,NY1,SFG,NL,New York Giants,88,44,132,0.667,SFG,True,1958,True,False,,none
1895,NY1,SFG,NL,New York Giants,66,65,131,0.504,SFG,True,1958,True,False,,none
1896,NY1,SFG,NL,New York Giants,64,67,131,0.489,SFG,True,1958,True,False,,none
1897,NY1,SFG,NL,New York Giants,83,48,131,0.634,SFG,True,1958,True,False,,none
1898,NY1,SFG,NL,New York Giants,77,73,150,0.513,SFG,True,1958,True,False,,none
1899,NY1,SFG,NL,New York Giants,60,90,150,0.4,SFG,True,1958,True,False,,none
1900,NY1,SFG,NL,New York Giants,60,78,138,0.435,SFG,True,1958,True,False,,none
1901,NY1,SFG,NL,New York Giants,52,85,137,0.38,SFG,True,1958,True,False,,none
1902,NY1,SFG,NL,New York Giants,48,88,136,0.353,SFG,True,1958,True,False,,none
1903,NY1,SFG,NL,New York Giants,84,55,139,0.604,SFG,True,1958,True,False,,none
1904,NY1,SFG,NL,New York Giants,106,47,153,0.693,SFG,True,1958,True,False,,none
1905,NY1,SFG,NL,New York Giants,105,48,153,0.686,SFG,True,1958,True,False,,none
1906,NY1,SFG,NL,New York Giants,96,56,152,0.632,SFG,True,1958,True,False,,none
1907,NY1,SFG,NL,New York Giants,82,71,153,0.536,SFG,True,1958,True,False,,none
1908,NY1,SFG,NL,New York Giants,98,56,154,0.636,SFG,True,1958,True,False,,none
1909,NY1,SFG,NL,New York Giants,92,61,153,0.601,SFG,True,1958,True,False,,none
1910,NY1,SFG,NL,New York Giants,91,63,154,0.591,SFG,True,1958,True,False,,none
1911,NY1,SFG,NL,New York Giants,99,54,153,0.647,SFG,True,1958,True,False,,none
1912,NY1,SFG,NL,New York Giants,103,48,151,0.682,SFG,True,1958,True,False,,none
1913,NY1,SFG,NL,New York Giants,101,51,152,0.664,SFG,True,1958,True,False,,none
1914,NY1,SFG,NL,New York Giants,84,70,154,0.545,SFG,True,1958,True,False,,none
1915,NY1,SFG,NL,New York Giants,69,83,152,0.454,SFG,True,1958,True,False,,none
1916,NY1,SFG,NL,New York Giants,86,66,152,0.566,SFG,True,1958,True,False,,none
1917,NY1,SFG,NL,New York Giants,98,56,154,0.636,SFG,True,1958,True,False,,none
1918,NY1,SFG,NL,New York Giants,71,53,124,0.573,SFG,True,1958,True,False,,none
1919,NY1,SFG,NL,New York Giants,87,53,140,0.621,SFG,True,1958,True,False,,none
1920,NY1,SFG,NL,New York Giants,86,68,154,0.558,SFG,True,1958,True,False,,none
1921,NY1,SFG,NL,New York Giants,94,59,153,0.614,SFG,True,1958,True,False,,none
1922,NY1,SFG,NL,New York Giants,93,61,154,0.604,SFG,True,1958,True,False,,none
1923,NY1,SFG,NL,New York Giants,95,58,153,0.621,SFG,True,1958,True,False,,none
1924,NY1,SFG,NL,New York Giants,93,60,153,0.608,SFG,True,1958,True,False,,none
1925,NY1,SFG,NL,New York Giants,86,66,152,0.566,SFG,True,1958,True,False,,none
1926,NY1,SFG,NL,New York Giants,74,77,151,0.49,SFG,True,1958,True,False,,none
1927,NY1,SFG,NL,New York Giants,92,62,154,0.597,SFG,True,1958,True,False,,none
1928,NY1,SFG,NL,New York Giants,93,61,154,0.604,SFG,True,1958,True,False,,none
1929,NY1,SFG,NL,New York Giants,84,67,151,0.556,SFG,True,1958,True,False,,none
1930,NY1,SFG,NL,New York Giants,87,67,154,0.565,SFG,True,1958,True,False,,none
1931,NY1,SFG,NL,New York Giants,87,65,152,0.572,SFG,True,1958,True,False,,none
1932,NY1,SFG,NL,New York Giants,72,82,154,0.468,SFG,True,1958,True,False,,none
1933,NY1,SFG,NL,New York Giants,91,61,152,0.599,SFG,True,1958,True,False,,none
1934,NY1,SFG,NL,New York Giants,93,60,153,0.608,SFG,True,1958,True,False,,none
1935,NY1,SFG,NL,New York Giants,91,62,153,0.595,SFG,True,1958,True,False,,none
1936,NY1,SFG,NL,New York Giants,92,62,154,0.597,SFG,True,1958,True,False,,none
1937,NY1,SFG,NL,New York Giants,95,57,152,0.625,SFG,True,1958,True,False,,none
1938,NY1,SFG,NL,New York Giants,83,67,150,0.553,SFG,True,1958,True,False,,none
1939,NY1,SFG,NL,New York Giants,77,74,151,0.51,SFG,True,1958,True,False,,none
1940,NY1,SFG,NL,New York Giants,72,80,152,0.474,SFG,True,1958,True,False,,none
1941,NY1,SFG,NL,New York Giants,74,79,153,0.484,SFG,True,1958,True,False,,none
1942,NY1,SFG,NL,New York Giants,85,67,152,0.559,SFG,True,1958,True,False,,none
1943,NY1,SFG,NL,New York Giants,55,98,153,0.359,SFG,True,1958,True,False,,none
1944,NY1,SFG,NL,New York Giants,67,87,154,0.435,SFG,True,1958,True,False,,none
1945,NY1,SFG,NL,New York Giants,78,74,152,0.513,SFG,True,1958,True,False,,none
1946,NY1,SFG,NL,New York Giants,61,93,154,0.396,SFG,True,1958,True,False,,none
1947,NY1,SFG,NL,New York Giants,81,73,154,0.526,SFG,True,1958,True,False,,none
1948,NY1,SFG,NL,New York Giants,78,76,154,0.506,SFG,True,1958,True,False,,none
1949,NY1,SFG,NL,New York Giants,73,81,154,0.474,SFG,True,1958,True,False,,none
1950,NY1,SFG,NL,New York Giants,86,68,154,0.558,SFG,True,1958,True,False,,none
1951,NY1,SFG,NL,New York Giants,98,59,157,0.624,SFG,True,1958,True,False,,none
1952,NY1,SFG,NL,New York Giants,92,62,154,0.597,SFG,True,1958,True,False,,none
1953,NY1,SFG,NL,New York Giants,70,84,154,0.455,SFG,True,1958,True,False,,none
1954,NY1,SFG,NL,New York Giants,97,57,154,0.63,SFG,True,1958,True,False,,none
1955,NY1,SFG,NL,New York Giants,80,74,154,0.519,SFG,True,1958,True,False,,around_1958
1956,NY1,SFG,NL,New York Giants,67,87,154,0.435,SFG,True,1958,True,False,,around_1958
1957,NY1,SFG,NL,New York Giants,69,85,154,0.448,SFG,True,1958,True,False,,around_1958
1958,SFN,SFG,NL,San Francisco Giants,80,74,154,0.519,SFG,True,1958,False,True,0,around_1958
1959,SFN,SFG,NL,San Francisco Giants,83,71,154,0.539,SFG,True,1958,False,True,1,around_1958
1960,SFN,SFG,NL,San Francisco Giants,79,75,154,0.513,SFG,True,1958,False,True,2,around_1958
1961,SFN,SFG,NL,San Francisco Giants,85,69,154,0.552,SFG,True,1958,False,True,3,around_1958
1962,SFN,SFG,NL,San Francisco Giants,103,62,165,0.624,SFG,True,1958,False,True,4,none
1963,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,SFG,True,1958,False,True,5,none
1964,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,SFG,True,1958,False,True,6,none
1965,SFN,SFG,NL,San Francisco Giants,95,67,162,0.586,SFG,True,1958,False,True,7,none
1966,SFN,SFG,NL,San Francisco Giants,93,68,161,0.578,SFG,True,1958,False,True,8,none
1967,SFN,SFG,NL,San Francisco Giants,91,71,162,0.562,SFG,True,1958,False,True,9,none
1968,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,SFG,True,1958,False,True,10,none
1969,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,SFG,True,1958,False,True,11,none
1970,SFN,SFG,NL,San Francisco Giants,86,76,162,0.531,SFG,True,1958,False,True,12,none
1971,SFN,SFG,NL,San Francisco Giants,90,72,162,0.556,SFG,True,1958,False,True,13,none
1972,SFN,SFG,NL,San Francisco Giants,69,86,155,0.445,SFG,True,1958,False,True,14,none
1973,SFN,SFG,NL,San Francisco Giants,88,74,162,0.543,SFG,True,1958,False,True,15,none
1974,SFN,SFG,NL,San Francisco Giants,72,90,162,0.444,SFG,True,1958,False,True,16,none
1975,SFN,SFG,NL,San Francisco Giants,80,81,161,0.497,SFG,True,1958,False,True,17,none
1976,SFN,SFG,NL,San Francisco Giants,74,88,162,0.457,SFG,True,1958,False,True,18,none
1977,SFN,SFG,NL,San Francisco Giants,75,87,162,0.463,SFG,True,1958,False,True,19,none
