yearID,teamID,franchID,lgID,name,W,L,G,W_pct,canonical_franchise,is_relocated_franchise,relocation_year,pre_relocation,post_relocation,years_since_relocation,relocation_era
1912,CLE,CLE,AL,Cleveland Naps,75,78,153,0.49,CLE,False,,False,False,,none
1913,CLE,CLE,AL,Cleveland Naps,86,66,152,0.566,CLE,False,,False,False,,none
1914,CLE,CLE,AL,Cleveland Naps,51,102,153,0.333,CLE,False,,False,False,,none
1915,CLE,CLE,AL,Cleveland Indians,57,95,152,0.375,CLE,False,,False,False,,none
1916,CLE,CLE,AL,Cleveland Indians,77,77,154,0.5,CLE,False,,False,False,,none
1917,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,CLE,False,,False,False,,none
1918,CLE,CLE,AL,Cleveland Indians,73,54,127,0.575,CLE,False,,False,False,,none
1919,CLE,CLE,AL,Cleveland Indians,84,55,139,0.604,CLE,False,,False,False,,none
1920,CLE,CLE,AL,Cleveland Indians,98,56,154,0.636,CLE,False,,False,False,,none
1921,CLE,CLE,AL,Cleveland Indians,94,60,154,0.61,CLE,False,,False,False,,none
1922,CLE,CLE,AL,Cleveland Indians,78,76,154,0.506,CLE,False,,False,False,,none
1923,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,CLE,False,,False,False,,none
1924,CLE,CLE,AL,Cleveland Indians,67,86,153,0.438,CLE,False,,False,False,,none
1925,CLE,CLE,AL,Cleveland Indians,70,84,154,0.455,CLE,False,,False,False,,none
1926,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,CLE,False,,False,False,,none
1927,CLE,CLE,AL,Cleveland Indians,66,87,153,0.431,CLE,False,,False,False,,none
1928,CLE,CLE,AL,Cleveland Indians,62,92,154,0.403,CLE,False,,False,False,,none
1929,CLE,CLE,AL,Cleveland Indians,81,71,152,0.533,CLE,False,,False,False,,none
1930,CLE,CLE,AL,Cleveland Indians,81,73,154,0.526,CLE,False,,False,False,,none
1931,CLE,CLE,AL,Cleveland Indians,78,76,154,0.506,CLE,False,,False,False,,none
1932,CLE,CLE,AL,Cleveland Indians,87,65,152,0.572,CLE,False,,False,False,,none
1933,CLE,CLE,AL,Cleveland Indians,75,76,151,0.497,CLE,False,,False,False,,none
1934,CLE,CLE,AL,Cleveland Indians,85,69,154,0.552,CLE,False,,False,False,,none
1935,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,CLE,False,,False,False,,none
1936,CLE,CLE,AL,Cleveland Indians,80,74,154,0.519,CLE,False,,False,False,,none
1937,CLE,CLE,AL,Cleveland Indians,83,71,154,0.539,CLE,False,,False,False,,none
1938,CLE,CLE,AL,Cleveland Indians,86,66,152,0.566,CLE,False,,False,False,,none
1939,CLE,CLE,AL,Cleveland Indians,87,67,154,0.565,CLE,False,,False,False,,none
1940,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,CLE,False,,False,False,,none
1941,CLE,CLE,AL,Cleveland Indians,75,79,154,0.487,CLE,False,,False,False,,none
1942,CLE,CLE,AL,Cleveland Indians,75,79,154,0.487,CLE,False,,False,False,,none
1943,CLE,CLE,AL,Cleveland Indians,82,71,153,0.536,CLE,False,,False,False,,none
1944,CLE,CLE,AL,Cleveland Indians,72,82,154,0.468,CLE,False,,False,False,,none
1945,CLE,CLE,AL,Cleveland Indians,73,72,145,0.503,CLE,False,,False,False,,none
1946,CLE,CLE,AL,Cleveland Indians,68,86,154,0.442,CLE,False,,False,False,,none
1947,CLE,CLE,AL,Cleveland Indians,80,74,154,0.519,CLE,False,,False,False,,none
1948,CLE,CLE,AL,Cleveland Indians,97,58,155,0.626,CLE,False,,False,False,,none
1949,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,CLE,False,,False,False,,none
1950,CLE,CLE,AL,Cleveland Indians,92,62,154,0.597,CLE,False,,False,False,,none
1951,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,CLE,False,,False,False,,none
1952,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,CLE,False,,False,False,,none
1953,CLE,CLE,AL,Cleveland Indians,92,62,154,0.597,CLE,False,,False,False,,none
1954,CLE,CLE,AL,Cleveland Indians,111,43,154,0.721,CLE,False,,False,False,,none
1955,CLE,CLE,AL,Cleveland Indians,93,61,154,0.604,CLE,False,,False,False,,none
1956,CLE,CLE,AL,Cleveland Indians,88,66,154,0.571,CLE,False,,False,False,,none
1957,CLE,CLE,AL,Cleveland Indians,76,77,153,0.497,CLE,False,,False,False,,none
1958,CLE,CLE,AL,Cleveland Indians,77,76,153,0.503,CLE,False,,False,False,,none
1959,CLE,CLE,AL,Cleveland Indians,89,65,154,0.578,CLE,False,,False,False,,none
1960,CLE,CLE,AL,Cleveland Indians,76,78,154,0.494,CLE,False,,False,False,,none
1961,CLE,CLE,AL,Cleveland Indians,78,83,161,0.484,CLE,False,,False,False,,none
1962,CLE,CLE,AL,Cleveland Indians,80,82,162,0.494,CLE,False,,False,False,,none
1963,CLE,CLE,AL,Cleveland Indians,79,83,162,0.488,CLE,False,,False,False,,none
1964,CLE,CLE,AL,Cleveland Indians,79,83,162,0.488,CLE,False,,False,False,,none
1965,CLE,CLE,AL,Cleveland Indians,87,75,162,0.537,CLE,False,,False,False,,none
1966,CLE,CLE,AL,Cleveland Indians,81,81,162,0.5,CLE,False,,False,False,,none
1967,CLE,CLE,AL,Cleveland Indians,75,87,162,0.463,CLE,False,,False,False,,none
1968,CLE,CLE,AL,Cleveland Indians,86,75,161,0.534,CLE,False,,False,False,,none
1969,CLE,CLE,AL,Cleveland Indians,62,99,161,0.385,CLE,False,,False,False,,none
1970,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,CLE,False,,False,False,,none
1971,CLE,CLE,AL,Cleveland Indians,60,102,162,0.37,CLE,False,,False,False,,none
1972,CLE,CLE,AL,Cleveland Indians,72,84,156,0.462,CLE,False,,False,False,,none
1973,CLE,CLE,AL,Cleveland Indians,71,91,162,0.438,CLE,False,,False,False,,none
1974,CLE,CLE,AL,Cleveland Indians,77,85,162,0.475,CLE,False,,False,False,,none
1975,CLE,CLE,AL,Cleveland Indians,79,80,159,0.497,CLE,False,,False,False,,none
1976,CLE,CLE,AL,Cleveland Indians,81,78,159,0.509,CLE,False,,False,False,,none
1977,CLE,CLE,AL,Cleveland Indians,71,90,161,0.441,CLE,False,,False,False,,none
1978,CLE,CLE,AL,Cleveland Indians,69,90,159,0.434,CLE,False,,False,False,,none
1979,CLE,CLE,AL,Cleveland Indians,81,80,161,0.503,CLE,False,,False,False,,none
1980,CLE,CLE,AL,Cleveland Indians,79,81,160,0.494,CLE,False,,False,False,,none
1981,CLE,CLE,AL,Cleveland Indians,52,51,103,0.505,CLE,False,,False,False,,none
1982,CLE,CLE,AL,Cleveland Indians,78,84,162,0.481,CLE,False,,False,False,,none
1983,CLE,CLE,AL,Cleveland Indians,70,92,162,0.432,CLE,False,,False,False,,none
1984,CLE,CLE,AL,Cleveland Indians,75,87,162,0.463,CLE,False,,False,False,,none
1985,CLE,CLE,AL,Cleveland Indians,60,102,162,0.37,CLE,False,,False,False,,none
1986,CLE,CLE,AL,Cleveland Indians,84,78,162,0.519,CLE,False,,False,False,,none
1987,CLE,CLE,AL,Cleveland Indians,61,101,162,0.377,CLE,False,,False,False,,none
1988,CLE,CLE,AL,Cleveland Indians,78,84,162,0.481,CLE,False,,False,False,,none
1989,CLE,CLE,AL,Cleveland Indians,73,89,162,0.451,CLE,False,,False,False,,none
1990,CLE,CLE,AL,Cleveland Indians,77,85,162,0.475,CLE,False,,False,False,,none
1991,CLE,CLE,AL,Cleveland Indians,57,105,162,0.352,CLE,False,,False,False,,none
1992,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,CLE,False,,False,False,,none
1993,CLE,CLE,AL,Cleveland Indians,76,86,162,0.469,CLE,False,,False,False,,none
1994,CLE,CLE,AL,Cleveland Indians,66,47,113,0.584,CLE,False,,False,False,,none
1995,CLE,CLE,AL,Cleveland Indians,100,44,144,0.694,CLE,False,,False,False,,none
1996,CLE,CLE,AL,Cleveland Indians,99,62,161,0.615,CLE,False,,False,False,,none
1997,CLE,CLE,AL,Cleveland Indians,86,75,161,0.534,CLE,False,,False,False,,none
1998,CLE,CLE,AL,Cleveland Indians,89,73,162,0.549,CLE,False,,False,False,,none
1999,CLE,CLE,AL,Cleveland Indians,97,65,162,0.599,CLE,False,,False,False,,none
2000,CLE,CLE,AL,Cleveland Indians,90,72,162,0.556,CLE,False,,False,False,,none
2001,CLE,CLE,AL,Cleveland Indians,91,71,162,0.562,CLE,False,,False,False,,none
2002,CLE,CLE,AL,Cleveland Indians,74,88,162,0.457,CLE,False,,False,False,,none
2003,CLE,CLE,AL,Cleveland Indians,68,94,162,0.42,CLE,False,,False,False,,none
2004,CLE,CLE,AL,Cleveland Indians,80,82,162,0.494,CLE,False,,False,False,,none
2005,CLE,CLE,AL,Cleveland Indians,93,69,162,0.574,CLE,False,,False,False,,none
2006,CLE,CLE,AL,Cleveland Indians,78,84,162,0.481,CLE,False,,False,False,,none
2007,CLE,CLE,AL,Cleveland Indians,96,66,162,0.593,CLE,False,,False,False,,none
2008,CLE,CLE,AL,Cleveland Indians,81,81,162,0.5,CLE,False,,False,False,,none
2009,CLE,CLE,AL,Cleveland Indians,65,97,162,0.401,CLE,False,,False,False,,none
2010,CLE,CLE,AL,Cleveland Indians,69,93,162,0.426,CLE,False,,False,False,,none
2011,CLE,CLE,AL,Cleveland Indians,80,82,162,0.494,CLE,False,,False,False,,none
2012,CLE,CLE,AL,Cleveland Indians,68,94,162,0.42,CLE,False,,False,False,,none
2013,CLE,CLE,AL,Cleveland Indians,92,70,162,0.568,CLE,False,,False,False,,none
2014,CLE,CLE,AL,Cleveland Indians,85,77,162,0.525,CLE,False,,False,False,,none
2015,CLE,CLE,AL,Cleveland Indians,81,80,161,0.503,CLE,False,,False,False,,none
2016,CLE,CLE,AL,Cleveland Indians,94,67,161,0.584,CLE,False,,False,False,,none
2017,CLE,CLE,AL,Cleveland Indians,102,60,162,0.63,CLE,False,,False,False,,none
2018,CLE,CLE,AL,Cleveland Indians,91,71,162,0.562,CLE,False,,False,False,,none
2019,CLE,CLE,AL,Cleveland Indians,93,69,162,0.574,CLE,False,,False,False,,none
2020,CLE,CLE,AL,Cleveland Indians,35,25,60,0.583,CLE,False,,False,False,,none
2021,CLE,CLE,AL,Cleveland Indians,80,82,162,0.494,CLE,False,,False,False,,none
2022,CLE,CLE,AL,Cleveland Guardians,92,70,162,0.568,CLE,False,,False,False,,none
2023,CLE,CLE,AL,Cleveland Guardians,76,86,162,0.469,CLE,False,,False,False,,none
2024,CLE,CLE,AL,Cleveland Guardians,92,69,161,0.571,CLE,False,,False,False,,none
1993,COL,COL,NL,Colorado Rockies,67,95,162,0.414,COL,False,,False,False,,none
1994,COL,COL,NL,Colorado Rockies,53,64,117,0.453,COL,False,,False,False,,none
1995,COL,COL,NL,Colorado Rockies,77,67,144,0.535,COL,False,,False,False,,none
1996,COL,COL,NL,Colorado Rockies,83,79,162,0.512,COL,False,,False,False,,none
1997,COL,COL,NL,Colorado Rockies,83,79,162,0.512,COL,False,,False,False,,none
1998,COL,COL,NL,Colorado Rockies,77,85,162,0.475,COL,False,,False,False,,none
1999,COL,COL,NL,Colorado Rockies,72,90,162,0.444,COL,False,,False,False,,none
2000,COL,COL,NL,Colorado Rockies,82,80,162,0.506,COL,False,,False,False,,none
2001,COL,COL,NL,Colorado Rockies,73,89,162,0.451,COL,False,,False,False,,none
2002,COL,COL,NL,Colorado Rockies,73,89,162,0.451,COL,False,,False,False,,none
2003,COL,COL,NL,Colorado Rockies,74,88,162,0.457,COL,False,,False,False,,none
2004,COL,COL,NL,Colorado Rockies,68,94,162,0.42,COL,False,,False,False,,none
2005,COL,COL,NL,Colorado Rockies,67,95,162,0.414,COL,False,,False,False,,none
2006,COL,COL,NL,Colorado Rockies,76,86,162,0.469,COL,False,,False,False,,none
2007,COL,COL,NL,Colorado Rockies,90,73,163,0.552,COL,False,,False,False,,none
2008,COL,COL,NL,Colorado Rockies,74,88,162,0.457,COL,False,,False,False,,none
2009,COL,COL,NL,Colorado Rockies,92,70,162,0.568,COL,False,,False,False,,none
2010,COL,COL,NL,Colorado Rockies,83,79,162,0.512,COL,False,,False,False,,none
2011,COL,COL,NL,Colorado Rockies,73,89,162,0.451,COL,False,,False,False,,none
2012,COL,COL,NL,Colorado Rockies,64,98,162,0.395,COL,False,,False,False,,none
2013,COL,COL,NL,Colorado Rockies,74,88,162,0.457,COL,False,,False,False,,none
2014,COL,COL,NL,Colorado Rockies,66,96,162,0.407,COL,False,,False,False,,none
2015,COL,COL,NL,Colorado Rockies,68,94,162,0.42,COL,False,,False,False,,none
2016,COL,COL,NL,Colorado Rockies,75,87,162,0.463,COL,False,,False,False,,none
2017,COL,COL,NL,Colorado Rockies,87,75,162,0.537,COL,False,,False,False,,none
2018,COL,COL,NL,Colorado Rockies,91,72,163,0.558,COL,False,,False,False,,none
2019,COL,COL,NL,Colorado Rockies,71,91,162,0.438,COL,False,,False,False,,none
2020,COL,COL,NL,Colorado Rockies,26,34,60,0.433,COL,False,,False,False,,none
2021,COL,COL,NL,Colorado Rockies,74,87,161,0.46,COL,False,,False,False,,none
2022,COL,COL,NL,Colorado Rockies,68,94,162,0.42,COL,False,,False,False,,none
2023,COL,COL,NL,Colorado Rockies,59,103,162,0.364,COL,False,,False,False,,none
2024,COL,COL,NL,Colorado Rockies,61,101,162,0.377,COL,False,,False,False,,none
1901,DET,DET,AL,Detroit Tigers,74,61,135,0.548,DET,False,,False,False,,none
1902,DET,DET,AL,Detroit Tigers,52,83,135,0.385,DET,False,,False,False,,none
1903,DET,DET,AL,Detroit Tigers,65,71,136,0.478,DET,False,,False,False,,none
1904,DET,DET,AL,Detroit Tigers,62,90,152,0.408,DET,False,,False,False,,none
1905,DET,DET,AL,Detroit Tigers,79,74,153,0.516,DET,False,,False,False,,none
1906,DET,DET,AL,Detroit Tigers,71,78,149,0.477,DET,False,,False,False,,none
1907,DET,DET,AL,Detroit Tigers,92,58,150,0.613,DET,False,,False,False,,none
1908,DET,DET,AL,Detroit Tigers,90,63,153,0.588,DET,False,,False,False,,none
1909,DET,DET,AL,Detroit Tigers,98,54,152,0.645,DET,False,,False,False,,none
1910,DET,DET,AL,Detroit Tigers,86,68,154,0.558,DET,False,,False,False,,none
1911,DET,DET,AL,Detroit Tigers,89,65,154,0.578,DET,False,,False,False,,none
1912,DET,DET,AL,Detroit Tigers,69,84,153,0.451,DET,False,,False,False,,none
1913,DET,DET,AL,Detroit Tigers,66,87,153,0.431,DET,False,,False,False,,none
1914,DET,DET,AL,Detroit Tigers,80,73,153,0.523,DET,False,,False,False,,none
1915,DET,DET,AL,Detroit Tigers,100,54,154,0.649,DET,False,,False,False,,none
1916,DET,DET,AL,Detroit Tigers,87,67,154,0.565,DET,False,,False,False,,none
1917,DET,DET,AL,Detroit Tigers,78,75,153,0.51,DET,False,,False,False,,none
1918,DET,DET,AL,Detroit Tigers,55,71,126,0.437,DET,False,,False,False,,none
1919,DET,DET,AL,Detroit Tigers,80,60,140,0.571,DET,False,,False,False,,none
1920,DET,DET,AL,Detroit Tigers,61,93,154,0.396,DET,False,,False,False,,none
1921,DET,DET,AL,Detroit Tigers,71,82,153,0.464,DET,False,,False,False,,none
1922,DET,DET,AL,Detroit Tigers,79,75,154,0.513,DET,False,,False,False,,none
1923,DET,DET,AL,Detroit Tigers,83,71,154,0.539,DET,False,,False,False,,none
1924,DET,DET,AL,Detroit Tigers,86,68,154,0.558,DET,False,,False,False,,none
1925,DET,DET,AL,Detroit Tigers,81,73,154,0.526,DET,False,,False,False,,none
1926,DET,DET,AL,Detroit Tigers,79,75,154,0.513,DET,False,,False,False,,none
1927,DET,DET,AL,Detroit Tigers,82,71,153,0.536,DET,False,,False,False,,none
1928,DET,DET,AL,Detroit Tigers,68,86,154,0.442,DET,False,,False,False,,none
1929,DET,DET,AL,Detroit Tigers,70,84,154,0.455,DET,False,,False,False,,none
1930,DET,DET,AL,Detroit Tigers,75,79,154,0.487,DET,False,,False,False,,none
1931,DET,DET,AL,Detroit Tigers,61,93,154,0.396,DET,False,,False,False,,none
1932,DET,DET,AL,Detroit Tigers,76,75,151,0.503,DET,False,,False,False,,none
1933,DET,DET,AL,Detroit Tigers,75,79,154,0.487,DET,False,,False,False,,none
1934,DET,DET,AL,Detroit Tigers,101,53,154,0.656,DET,False,,False,False,,none
1935,DET,DET,AL,Detroit Tigers,93,58,151,0.616,DET,False,,False,False,,none
1936,DET,DET,AL,Detroit Tigers,83,71,154,0.539,DET,False,,False,False,,none
1937,DET,DET,AL,Detroit Tigers,89,65,154,0.578,DET,False,,False,False,,none
1938,DET,DET,AL,Detroit Tigers,84,70,154,0.545,DET,False,,False,False,,none
1939,DET,DET,AL,Detroit Tigers,81,73,154,0.526,DET,False,,False,False,,none
1940,DET,DET,AL,Detroit Tigers,90,64,154,0.584,DET,False,,False,False,,none
1941,DET,DET,AL,Detroit Tigers,75,79,154,0.487,DET,False,,False,False,,none
1942,DET,DET,AL,Detroit Tigers,73,81,154,0.474,DET,False,,False,False,,none
1943,DET,DET,AL,Detroit Tigers,78,76,154,0.506,DET,False,,False,False,,none
1944,DET,DET,AL,Detroit Tigers,88,66,154,0.571,DET,False,,False,False,,none
1945,DET,DET,AL,Detroit Tigers,88,65,153,0.575,DET,False,,False,False,,none
1946,DET,DET,AL,Detroit Tigers,92,62,154,0.597,DET,False,,False,False,,none
1947,DET,DET,AL,Detroit Tigers,85,69,154,0.552,DET,False,,False,False,,none
1948,DET,DET,AL,Detroit Tigers,78,76,154,0.506,DET,False,,False,False,,none
1949,DET,DET,AL,Detroit Tigers,87,67,154,0.565,DET,False,,False,False,,none
1950,DET,DET,AL,Detroit Tigers,95,59,154,0.617,DET,False,,False,False,,none
1951,DET,DET,AL,Detroit Tigers,73,81,154,0.474,DET,False,,False,False,,none
1952,DET,DET,AL,Detroit Tigers,50,104,154,0.325,DET,False,,False,False,,none
1953,DET,DET,AL,Detroit Tigers,60,94,154,0.39,DET,False,,False,False,,none
1954,DET,DET,AL,Detroit Tigers,68,86,154,0.442,DET,False,,False,False,,none
1955,DET,DET,AL,Detroit Tigers,79,75,154,0.513,DET,False,,False,False,,none
1956,DET,DET,AL,Detroit Tigers,82,72,154,0.532,DET,False,,False,False,,none
1957,DET,DET,AL,Detroit Tigers,78,76,154,0.506,DET,False,,False,False,,none
1958,DET,DET,AL,Detroit Tigers,77,77,154,0.5,DET,False,,False,False,,none
1959,DET,DET,AL,Detroit Tigers,76,78,154,0.494,DET,False,,False,False,,none
1960,DET,DET,AL,Detroit Tigers,71,83,154,0.461,DET,False,,False,False,,none
1961,DET,DET,AL,Detroit Tigers,101,61,162,0.623,DET,False,,False,False,,none
1962,DET,DET,AL,Detroit Tigers,85,76,161,0.528,DET,False,,False,False,,none
1963,DET,DET,AL,Detroit Tigers,79,83,162,0.488,DET,False,,False,False,,none
1964,DET,DET,AL,Detroit Tigers,85,77,162,0.525,DET,False,,False,False,,none
1965,DET,DET,AL,Detroit Tigers,89,73,162,0.549,DET,False,,False,False,,none
1966,DET,DET,AL,Detroit Tigers,88,74,162,0.543,DET,False,,False,False,,none
1967,DET,DET,AL,Detroit Tigers,91,71,162,0.562,DET,False,,False,False,,none
1968,DET,DET,AL,Detroit Tigers,103,59,162,0.636,DET,False,,False,False,,none
1969,DET,DET,AL,Detroit Tigers,90,72,162,0.556,DET,False,,False,False,,none
1970,DET,DET,AL,Detroit Tigers,79,83,162,0.488,DET,False,,False,False,,none
1971,DET,DET,AL,Detroit Tigers,91,71,162,0.562,DET,False,,False,False,,none
1972,DET,DET,AL,Detroit Tigers,86,70,156,0.551,DET,False,,False,False,,none
1973,DET,DET,AL,Detroit Tigers,85,77,162,0.525,DET,False,,False,False,,none
1974,DET,DET,AL,Detroit Tigers,72,90,162,0.444,DET,False,,False,False,,none
1975,DET,DET,AL,Detroit Tigers,57,102,159,0.358,DET,False,,False,False,,none
1976,DET,DET,AL,Detroit Tigers,74,87,161,0.46,DET,False,,False,False,,none
1977,DET,DET,AL,Detroit Tigers,74,88,162,0.457,DET,False,,False,False,,none
1978,DET,DET,AL,Detroit Tigers,86,76,162,0.531,DET,False,,False,False,,none
1979,DET,DET,AL,Detroit Tigers,85,76,161,0.528,DET,False,,False,False,,none
1980,DET,DET,AL,Detroit Tigers,84,78,162,0.519,DET,False,,False,False,,none
1981,DET,DET,AL,Detroit Tigers,60,49,109,0.55,DET,False,,False,False,,none
1982,DET,DET,AL,Detroit Tigers,83,79,162,0.512,DET,False,,False,False,,none
1983,DET,DET,AL,Detroit Tigers,92,70,162,0.568,DET,False,,False,False,,none
1984,DET,DET,AL,Detroit Tigers,104,58,162,0.642,DET,False,,False,False,,none
1985,DET,DET,AL,Detroit Tigers,84,77,161,0.522,DET,False,,False,False,,none
1986,DET,DET,AL,Detroit Tigers,87,75,162,0.537,DET,False,,False,False,,none
1987,DET,DET,AL,Detroit Tigers,98,64,162,0.605,DET,False,,False,False,,none
1988,DET,DET,AL,Detroit Tigers,88,74,162,0.543,DET,False,,False,False,,none
1989,DET,DET,AL,Detroit Tigers,59,103,162,0.364,DET,False,,False,False,,none
1990,DET,DET,AL,Detroit Tigers,79,83,162,0.488,DET,False,,False,False,,none
1991,DET,DET,AL,Detroit Tigers,84,78,162,0.519,DET,False,,False,False,,none
1992,DET,DET,AL,Detroit Tigers,75,87,162,0.463,DET,False,,False,False,,none
1993,DET,DET,AL,Detroit Tigers,85,77,162,0.525,DET,False,,False,False,,none
1994,DET,DET,AL,Detroit Tigers,53,62,115,0.461,DET,False,,False,False,,none
1995,DET,DET,AL,Detroit Tigers,60,84,144,0.417,DET,False,,False,False,,none
1996,DET,DET,AL,Detroit Tigers,53,109,162,0.327,DET,False,,False,False,,none
1997,DET,DET,AL,Detroit Tigers,79,83,162,0.488,DET,False,,False,False,,none
1998,DET,DET,AL,Detroit Tigers,65,97,162,0.401,DET,False,,False,False,,none
1999,DET,DET,AL,Detroit Tigers,69,92,161,0.429,DET,False,,False,False,,none
2000,DET,DET,AL,Detroit Tigers,79,83,162,0.488,DET,False,,False,False,,none
2001,DET,DET,AL,Detroit Tigers,66,96,162,0.407,DET,False,,False,False,,none
2002,DET,DET,AL,Detroit Tigers,55,106,161,0.342,DET,False,,False,False,,none
2003,DET,DET,AL,Detroit Tigers,43,119,162,0.265,DET,False,,False,False,,none
2004,DET,DET,AL,Detroit Tigers,72,90,162,0.444,DET,False,,False,False,,none
2005,DET,DET,AL,Detroit Tigers,71,91,162,0.438,DET,False,,False,False,,none
2006,DET,DET,AL,Detroit Tigers,95,67,162,0.586,DET,False,,False,False,,none
2007,DET,DET,AL,Detroit Tigers,88,74,162,0.543,DET,False,,False,False,,none
2008,DET,DET,AL,Detroit Tigers,74,88,162,0.457,DET,False,,False,False,,none
2009,DET,DET,AL,Detroit Tigers,86,77,163,0.528,DET,False,,False,False,,none
2010,DET,DET,AL,Detroit Tigers,81,81,162,0.5,DET,False,,False,False,,none
2011,DET,DET,AL,Detroit Tigers,95,67,162,0.586,DET,False,,False,False,,none
2012,DET,DET,AL,Detroit Tigers,88,74,162,0.543,DET,False,,False,False,,none
2013,DET,DET,AL,Detroit Tigers,93,69,162,0.574,DET,False,,False,False,,none
2014,DET,DET,AL,Detroit Tigers,90,72,162,0.556,DET,False,,False,False,,none
2015,DET,DET,AL,Detroit Tigers,74,87,161,0.46,DET,False,,False,False,,none
2016,DET,DET,AL,Detroit Tigers,86,75,161,0.534,DET,False,,False,False,,none
2017,DET,DET,AL,Detroit Tigers,64,98,162,0.395,DET,False,,False,False,,none
2018,DET,DET,AL,Detroit Tigers,64,98,162,0.395,DET,False,,False,False,,none
2019,DET,DET,AL,Detroit Tigers,47,114,161,0.292,DET,False,,False,False,,none
2020,DET,DET,AL,Detroit Tigers,23,35,58,0.397,DET,False,,False,False,,none
2021,DET,DET,AL,Detroit Tigers,77,85,162,0.475,DET,False,,False,False,,none
2022,DET,DET,AL,Detroit Tigers,66,96,162,0.407,DET,False,,False,False,,none
2023,DET,DET,AL,Detroit Tigers,78,84,162,0.481,DET,False,,False,False,,none
2024,DET,DET,AL,Detroit Tigers,86,76,162,0.531,DET,False,,False,False,,none
1993,FLO,FLA,NL,Florida Marlins,64,98,162,0.395,FLA,False,,False,False,,none
1994,FLO,FLA,NL,Florida Marlins,51,64,115,0.443,FLA,False,,False,False,,none
1995,FLO,FLA,NL,Florida Marlins,67,76,143,0.469,FLA,False,,False,False,,none
1996,FLO,FLA,NL,Florida Marlins,80,82,162,0.494,FLA,False,,False,False,,none
1997,FLO,FLA,NL,Florida Marlins,92,70,162,0.568,FLA,False,,False,False,,none
1998,FLO,FLA,NL,Florida Marlins,54,108,162,0.333,FLA,False,,False,False,,none
1999,FLO,FLA,NL,Florida Marlins,64,98,162,0.395,FLA,False,,False,False,,none
2000,FLO,FLA,NL,Florida Marlins,79,82,161,0.491,FLA,False,,False,False,,none
2001,FLO,FLA,NL,Florida Marlins,76,86,162,0.469,FLA,False,,False,False,,none
2002,FLO,FLA,NL,Florida Marlins,79,83,162,0.488,FLA,False,,False,False,,none
2003,FLO,FLA,NL,Florida Marlins,91,71,162,0.562,FLA,False,,False,False,,none
2004,FLO,FLA,NL,Florida Marlins,83,79,162,0.512,FLA,False,,False,False,,none
